food,characteristic,p_values
GROUP_MEAT_SUBSTITUTES_VEGETABLE_MEATS_TOTAL_GRAMS,mathReading,0.2780756780354686
VITAMINB6YEARS,noCrash,0.2781082859760415
FORMONONETIN,noCrash,0.27811319105794025
FRIEDORBREADEDCHICKENQUAN,Dems,0.2781206278969051
DT_CHLN,left_hand,0.2782024986581633
CORNQUAN,mathReading,0.2783547726794904
OTHERCHIPSQUAN,never_smoked,0.27841760485392025
OTHERCHIPSQUAN,ever_smoked,0.27841760485392053
VEGETABLESOUPFREQ,rash,0.27843623523791156
OILS,diabetes,0.27849798665028425
GROUP_YOGURT_SWEET_FULL_FAT_TOTAL_GRAMS,quit_smoking,0.27851002394164726
GROUP_RIBS_SPARERIBS_BBQ_TOTAL_GRAMS,unfavCable,0.2785183046017971
CYAD,favCable,0.2785192569219466
TOCTRG,smoke_often,0.278574520492249
SLICEDCHEESEFREQ,favCable,0.2785907678174425
GROUP_POPCORN_AIR_POP_FAT_FREE_TOTAL_GRAMS,diabetes,0.2786155198793896
FOLICACIDYEARS,Dems,0.2786236856195222
CHOLNGPC,cancer,0.27868378704994595
PRO_G,currently_smoke,0.27870044871633154
GROUP_SWEETS_TOTAL_FREQUENCY,belly,0.2787438102412293
GL,diabetes,0.2787891691981473
BUNSTYPE,unfavCable,0.2788601631853067
OYSTERSQUAN,right_hand,0.27897803472544747
COOKEDGREENSQUAN,noCrash,0.2789780347254478
JOBWALKTIME,readingMath,0.2790772517732669
DT_POTA,uhCrash,0.27911578797456504
GROUP_STEAK_ROAST_FAT_ON_TOTAL_GRAMS,diabetes,0.2791224258094069
BAGELFREQ,heart_disease,0.27916873687030286
MAYOTYPE,smoke_rarely,0.279233036036877
DT_TRFAT,neutralCable,0.27926749037555565
DT_FIBER_INSOL,never_smoked,0.27928863070693766
DT_FIBER_INSOL,ever_smoked,0.2792886307069378
GROUP_COOK_FAT_CORN_VEGETABLE_OIL_BLENDS_TOTAL_GRAMS,mathReading,0.27929426204633734
GROUP_STRAWBERRIES_YEAR_ROUND_TOTAL_GRAMS,currently_smoke,0.2793703675497113
BUNSTYPE,left_hand,0.27941598885440394
HISTN_G,yesCrash,0.2794378402626246
LATINO,Dems,0.2794582404735655
DT_PROT_ANIMAL,yesCrash,0.27949946333926295
GROUP_OTHER_NOODLES_PASTA_MIX_TOTAL_GRAMS,favCable,0.2795096814146473
F18D2CLA,cancer,0.27951465913431706
OTHERCANDIESFREQ,unfavCable,0.2795191805681412
VITAMINCQUAN,uhCrash,0.27952057038015815
ERIODICTYL,currently_smoke,0.2796602848624525
GROUP_COOKIES_LOW_SUGAR_TOTAL_GRAMS,cat,0.2797176460716042
GROUP_COOKIES_LOW_SUGAR_TOTAL_GRAMS,heart_disease,0.2797176460716046
SPORTSDRINKSFREQ,heart_disease,0.27985561534866404
TOCTRA,uhCrash,0.2799012979276597
CAMD5,cat,0.279960045480981
TOCPHG,neutralCable,0.28000672066697907
GROUP_POULTRY_UNCOATED_NO_SKIN_TOTAL_GRAMS,favCable,0.28001521318968814
PAC_4,noCrash,0.2800499308966811
GROUP_BOTH_RED_AND_WHITE_WINE_TOTAL_GRAMS,favCable,0.28008369222789115
DT_M221,mathReading,0.28009159305052456
GROUP_SPAGHETTI_WITH_MEAT_TOTAL_GRAMS,currently_smoke,0.2801397012346876
DT_CARB,noCrash,0.28017471802496663
GROUP_REDUCED_FAT_2_PCT_MILK_TOTAL_GRAMS,favCable,0.28024377511624926
QUERCE,currently_smoke,0.2802634470139766
METMINRECR,heart_disease,0.28028135205874444
REGULARHOTTEATYPE,dog,0.2803326613400895
GROUP_JAM_JELLY_MARMALADE_TOTAL_GRAMS,currently_smoke,0.2804455113607153
GREENBEANSQUAN,readingMath,0.2804636943582617
GREENBEANSQUAN,ever_smoked,0.2804636943582622
GREENBEANSQUAN,never_smoked,0.2804636943582623
GLU_G,diabetes,0.2804925198995665
GROUP_HOT_DOG_POULTRY_LOW_FAT_TOTAL_GRAMS,atheist,0.28051644641933376
POPSICLESQUAN,cat,0.28060724910215085
WHITERICEFREQ,Jewish,0.2806330094349305
GROUP_POULTRY_UNCOATED_NO_SKIN_TOTAL_GRAMS,mathReading,0.2806541556462858
OILS_M,diabetes,0.28070406271428294
OTHERCHICKENDISHQUAN,Jewish,0.28070728773110504
GROUP_SOLID_TOTAL_FREQUENCY,smoke_often,0.280741688436839
WHOLEGRAINCRACKERSFREQ,quit_smoking,0.28075047347838633
COOKINGFATPAMORNONE,left_hand,0.28078090287087887
DT_P226,ever_smoked,0.28079352153688825
DT_P226,never_smoked,0.2807935215368883
FRUITSFREQ,quit_smoking,0.2807946287234062
MARGARINEQUAN,Dems,0.28079672873113815
GROUP_PIZZA_PIZZA_POCKETS_TOTAL_GRAMS,favCable,0.2808429688058289
PIZZAQUAN,belly,0.28085412782392016
GROUP_MUSTARD_BBQ_SAUCE_SOY_SAUCE_ETC_TOTAL_GRAMS,cat,0.28092260746051606
OTHERBREADSQUAN,dog,0.28118521326400625
GRITSFREQ,cat,0.28120320645339764
WALNUTSFREQ,uhCrash,0.28123570230794687
GROUP_SOLID_COUNT,readingMath,0.2812412169729309
OTHERCRACKERSFREQ,Dems,0.28127034183119665
DT_S180,heart_disease,0.28133375047381937
GROUP_YOGURT_PLAIN_FULL_FAT_TOTAL_GRAMS,atheist,0.2813369470682123
MARGARINEFREQ,cat,0.28149805541964545
BIOCHANIN_A,mathReading,0.2815306938193639
GROUP_CHEESE_LOW_FAT_TOTAL_GRAMS,dog,0.28154241051533
HOTDOGFREQ,right_hand,0.2815730715804309
BEERFREQ,quit_smoking,0.2815871260682152
GROUP_RIBS_SPARERIBS_BBQ_TOTAL_GRAMS,Dems,0.28162650780592763
ORANGESFREQ,cat,0.2817427814120742
DT_FIBE,rash,0.2817464079086228
HOTDOGTYPE,smoke_rarely,0.2817761102318338
SAUCEICECREAMQUAN,cat,0.28177611023183463
F18D2CLA,atheist,0.2817838440465366
GROUP_CHEERIOS_HONEY_NUT_FLAVORS_TOTAL_GRAMS,dog,0.28179793971622785
TUNAQUAN,unfavCable,0.2818092136062861
PEACHESFREQ,neutralCable,0.2818099763133786
PF_SEAFD_LOW,favCable,0.2818135706971218
OTHERFISHFREQ,diabetes,0.28187979801441443
EGGROLLQUAN,uhCrash,0.28195461387785253
OTHERFRUITJUICESFREQ,favCable,0.28196780495162255
APPLESFREQ,atheist,0.2821121178763695
CHOCAL,left_hand,0.2821588969787614
DT_ACARO,noCrash,0.28224113372017723
F15D1,dog,0.2822753439303085
GROUP_GRAVY_RICH_SAUCE_PEANUT_SAUCE_MOLE_TOTAL_GRAMS,yesCrash,0.28232281816497046
DHA_EPA,uhCrash,0.2823334466872223
ADD_SUGARS,rash,0.282380311298529
SALADDRESSINGSFREQ,Dems,0.2824201723393125
MILKQUAN,left_hand,0.28244073146561577
OTHERNOODLESQUAN,yesCrash,0.282440731465616
COOKIESFREQ,unfavCable,0.2824578903810082
F17D0,neutralCable,0.2825003765387722
CORNCHIPSFREQ,Dems,0.282597481523823
GROUP_OTHER_NOODLES_PASTA_MIX_TOTAL_GRAMS,mathReading,0.28261486243943906
PF_LEGUMES,noCrash,0.2826182945252119
FOLICACIDYEARS,heart_disease,0.28273803186324387
GROUP_SWEETS_TOTAL_FREQUENCY,smoke_rarely,0.2827459716738828
GROUP_KETCHUP_SALSA_TOTAL_GRAMS,favCable,0.28275773412661415
FIBERSUPPAMOUNT,cancer,0.28282784615698153
BOTHKINDSCOFFEETYPE,heart_disease,0.2828432445204136
OATSQUARESTYPE,cat,0.2828432445204136
WALNUTSFREQ,right_hand,0.2828955847947178
GROUP_BUTTER_AT_TABLE_TOTAL_GRAMS,smoke_rarely,0.2829144255039874
PCTALCH,mathReading,0.28293818549483774
LENTILSOUPFREQ,favCable,0.2829639309336253
PF_SEAFD_LOW,atheist,0.28300312963787033
PANTAC,belly,0.2830612954658337
JOBWALKTIME,Dems,0.2831065747900965
GROUP_A_SUGBEV_TOTAL_FREQUENCY,readingMath,0.28311344662684845
DT_CHOL,right_hand,0.2831666304023879
COFFEEDRINKSKIND,noCrash,0.2831866434793801
DT_TFAT,quit_smoking,0.2832139487487672
FATRNM,neutralCable,0.28335663087037644
TOCTRG,mathReading,0.2833680194028551
GROUP_YOGURT_PLAIN_NON_FAT_TOTAL_GRAMS,never_smoked,0.2833764449562301
GROUP_YOGURT_PLAIN_NON_FAT_TOTAL_GRAMS,ever_smoked,0.2833764449562303
F17D0,ever_smoked,0.2833868129232435
F17D0,never_smoked,0.2833868129232435
POTATOESQUAN,Jewish,0.2833978943515454
GROUP_PEANUTS_OTHER_NUTS_SEEDS_TOTAL_GRAMS,neutralCable,0.28340220469321137
CATECHIN,noCrash,0.2834045695929256
YOGURTFREQ,favCable,0.28340997196259055
V_LEGUMES,noCrash,0.2834148376948229
EGGROLLQUAN,smoke_often,0.2834924630659807
BACONSAUSAGEQUAN,favCable,0.2835964636797317
G_WHOLE,smoke_rarely,0.28372733578860176
PSGWHL,smoke_rarely,0.28372733578860176
MN,right_hand,0.2837452937736012
GROUP_COTTAGE_CHEESE_RICOTTA_TOTAL_GRAMS,uhCrash,0.283858184750032
GROUP_ORANGE_TANGERINE_GRAPEFRUIT_FRESH_TOTAL_GRAMS,heart_disease,0.28391884735774714
COCOAQUAN,belly,0.2839948464101119
COCOAQUAN,currently_smoke,0.2839948464101159
POPSICLESQUAN,atheist,0.2840881232298356
GROUP_BAGELS_WHITE_TOTAL_GRAMS,rash,0.2841325232041213
R_MEAT_S,Jewish,0.2841325716403365
DT_PROT_ANIMAL,noCrash,0.2841326774571034
DT_P225,never_smoked,0.28415079838132073
DT_P225,ever_smoked,0.28415079838132085
COFFEEDRINKSKIND,uhCrash,0.2841961394944231
CREAMCHEESEFREQ,left_hand,0.2842298370457001
DT_PROT_ANIMAL,left_hand,0.2842506874592422
SWEETPOTATOESFREQ,currently_smoke,0.2842599949110588
COOKINGFATCANOLA,mathReading,0.2842963838895211
GROUP_CARROTS_CARROT_MIXES_TOTAL_GRAMS,mathReading,0.284379688602557
ORANGESQUAN,smoke_rarely,0.28441635353118627
GROUP_OTHER_NOODLES_PASTA_MIX_TOTAL_GRAMS,dog,0.28442239931553875
POTATOESFREQ,unfavCable,0.284449025645394
GROUP_SOLID_COUNT,left_hand,0.28445361363881366
STEAKQUAN,unfavCable,0.2846121446959678
SUP_SE,favCable,0.2846678868630285
COFFEEDRINKSQUAN,right_hand,0.2847313719970566
PF_SEAFD_LOW,cat,0.2847934161573926
GLYCTEIN,left_hand,0.28481946495595395
DT_CHLN,heart_disease,0.284833398056977
GROUP_POPSICLES_SHERBET_ICES_JELLO_TOTAL_GRAMS,cancer,0.2849085110142903
BEERFREQ,rash,0.28496536025200414
GROUP_BEER_REGULAR_TOTAL_GRAMS,smoke_often,0.2849770815429872
DT_P182,quit_smoking,0.2850088895723957
FIBERSUPPAMOUNT,uhCrash,0.2850366128803263
PF_SEAFD_LOW,right_hand,0.285056361766179
VEGETABLESOUPQUAN,uhCrash,0.28507157200552335
GROUP_RIBS_SPARERIBS_BBQ_TOTAL_GRAMS,favCable,0.2850881219215824
TORTILLASQUAN,belly,0.2851248309902441
TORTILLASQUAN,currently_smoke,0.285124830990246
CORNCHIPSFREQ,readingMath,0.28513056371596956
GROUP_GREEN_BEANS_PEAS_TOTAL_GRAMS,never_smoked,0.2852913219470191
GROUP_GREEN_BEANS_PEAS_TOTAL_GRAMS,ever_smoked,0.28529132194701934
GROUP_CHEERIOS_PLAIN_OR_MULTI_GRAIN_TOTAL_GRAMS,dog,0.285319650657293
PROTEINBARSFREQ,dog,0.28532332097913377
GROUP_SWEET_POTATO_YAM_TOTAL_GRAMS,favCable,0.28532844714599176
TORTILLASQUAN,Jewish,0.28539856165426086
TORTILLASQUAN,smoke_often,0.2853985616542638
ERIODICTYL,rash,0.2856152196555777
JOBLIFTFREQ,uhCrash,0.28564221223849484
MILKONCEREALQUAN,uhCrash,0.2857026298492454
SOMEJUICEQUAN,uhCrash,0.2857026298492454
MINERALSYESORNO,uhCrash,0.2857026298492454
SPECIALKFLAVSTYPE,neutralCable,0.285702629849247
COOKINGFATLOWFATMARG,neutralCable,0.285702629849247
COOKINGFATOTHER,neutralCable,0.285702629849247
FIBERONETYPE,neutralCable,0.28570262984924705
COOKINGFATSTICKMARG,neutralCable,0.28570262984924705
KASHIGOLNORHR2HRTYPE,neutralCable,0.2857026298492472
VITAMINAYEARS,neutralCable,0.2857026298492472
OMEGA3DONTKNOWTYPE,neutralCable,0.2857026298492472
GROUP_MOCHA_NON_FAT_MILK_TOTAL_GRAMS,uhCrash,0.2857026298492472
GROUP_SPECIAL_K_FLAVORS_TOTAL_GRAMS,uhCrash,0.28570262984924744
COCOAKRISPIESTYPE,neutralCable,0.2857026298492476
GROUP_ICE_CREAM_LOW_SUGAR_TOTAL_GRAMS,neutralCable,0.28570262984924766
CINNTOASTCRTYPE,neutralCable,0.28570262984924794
GROUP_COOK_FAT_OTHER_OIL_COCONUT_VARIOUS_NFS_VEGETABLE_OILS_TOTAL_GRAMS,neutralCable,0.28570262984924794
SUP_LZ,uhCrash,0.28570262984924794
GROUP_LIFE_TOTAL_GRAMS,uhCrash,0.28570262984924794
GROUP_CINNAMON_TOAST_CRUNCH_TOTAL_GRAMS,neutralCable,0.28570262984924816
GROUP_LATTE_CAPPUCCINO_NON_FAT_MILK_TOTAL_GRAMS,neutralCable,0.28570262984924816
ALLBRANORIGTYPE,neutralCable,0.2857026298492482
GROUP_ALL_BRAN_ORIGINAL_TOTAL_GRAMS,neutralCable,0.2857026298492482
GROUP_GRAPE_NUTS_TOTAL_GRAMS,neutralCable,0.2857026298492482
GROUP_FRAPPUCCINO_1_PCT_OR_2_PCT_MILK_TOTAL_GRAMS,neutralCable,0.2857026298492482
GROUP_COOK_FAT_MARGARINE_STICK_TOTAL_GRAMS,neutralCable,0.2857026298492482
GROUP_CHEX_OTHER_TOTAL_GRAMS,uhCrash,0.2857026298492482
GROUP_OTHER_FIBER_CEREAL_TOTAL_GRAMS,uhCrash,0.2857026298492482
GROUP_COOK_FAT_MARGARINE_LOW_FAT_TOTAL_GRAMS,uhCrash,0.2857026298492482
GROUP_COCOA_KRISPIES_PEBBLES_PUFFS_TOTAL_GRAMS,neutralCable,0.2857026298492484
OTHERFIBERCEREALTYPE,uhCrash,0.2857026298492484
GROUP_CAKE_LOW_SUGAR_TOTAL_GRAMS,neutralCable,0.28570262984924844
GROUP_COOK_FAT_MARGARINE_LOW_FAT_TOTAL_GRAMS,neutralCable,0.2857026298492486
GROUP_CAKE_LOW_FAT_TOTAL_GRAMS,uhCrash,0.2857026298492486
GROUP_COOK_FAT_MARGARINE_STICK_TOTAL_GRAMS,uhCrash,0.2857026298492486
GROUP_COOK_FAT_ANIMAL_FAT_TOTAL_GRAMS,uhCrash,0.2857026298492486
GROUP_SPECIAL_K_FLAVORS_TOTAL_GRAMS,neutralCable,0.28570262984924877
LIGHTHOUSETIME,neutralCable,0.285702629849249
COOKINGFATSTICKMARG,uhCrash,0.285702629849249
ANTIOXIDANTCOMBOYEARS,uhCrash,0.285702629849249
SPECIALKFLAVSTYPE,uhCrash,0.2857026298492491
COOKINGFATLOWFATMARG,uhCrash,0.2857026298492491
COOKINGFATLARD,uhCrash,0.2857026298492491
SUP_ALA,uhCrash,0.28570262984924916
CHEXOTHERTYPE,uhCrash,0.28570262984924943
LIFETYPE,uhCrash,0.28570262984924943
FLAXHEMPSEEDOILTYPE,uhCrash,0.28570262984924943
OTHERCHICKENDISHFREQ,currently_smoke,0.285748404918924
BEANSFREQ,Jewish,0.2858532348414569
COOKINGFATBUTTER,never_smoked,0.2858576938254587
COOKINGFATBUTTER,ever_smoked,0.28585769382545895
MALVIDIN,currently_smoke,0.2859679192376637
DT_LUTZE,uhCrash,0.2859702733061157
LEMONADEQUAN,diabetes,0.2859748342164394
F20D3,cancer,0.28602672624754616
GROUP_TOMATO_VEGETABLE_JUICE_TOTAL_GRAMS,favCable,0.2860731560823197
SODAQUAN,smoke_often,0.2860773810062666
GROUP_OTHER_WHOLE_GRAIN_CEREAL_TOTAL_GRAMS,never_smoked,0.2861159223702992
GROUP_OTHER_WHOLE_GRAIN_CEREAL_TOTAL_GRAMS,ever_smoked,0.2861159223702996
SUP_OM_3,right_hand,0.2861957281644542
SALSAQUAN,quit_smoking,0.2862394429725928
CARROTSQUAN,favCable,0.28629742858397733
GLYCTEIN,mathReading,0.28630701198198016
SLOWWALKFREQ,smoke_often,0.28632843931509905
BROWNRICEFREQ,mathReading,0.2865347885502385
STEAKQUAN,favCable,0.2866024133611399
GROUP_SWEETS_TOTAL_KCAL,readingMath,0.2866356459047847
G_REFINED,currently_smoke,0.286645503377438
FRIEDORBREADEDCHICKENFREQ,neutralCable,0.28665638900874313
VITAMINB12YEARS,atheist,0.2867024068244207
ENERGYDRINKSQUAN,mathReading,0.28675814430248997
FRIEDORBREADEDCHICKENQUAN,right_hand,0.2867738379765788
SLOWWALKFREQ,quit_smoking,0.28682845117556105
F18D2CLA,unfavCable,0.28687624583024696
MODMINS,Jewish,0.28694741705590093
CEREALBARSFREQ,left_hand,0.2869532553234415
VITAMINEAMOUNT,Dems,0.28696720081737714
SLICEDCHEESEFREQ,uhCrash,0.28699175125953474
POPSICLESFREQ,cancer,0.2869971092952378
WHOLEGRAINCRACKERSFREQ,neutralCable,0.2870160118415302
GROUP_SODA_DIET_CAFFEINE_TOTAL_GRAMS,favCable,0.28701830467316364
SUP_MG,favCable,0.2870238316470907
SWEETPOTATOESQUAN,readingMath,0.28704033239187804
V_REDOR_OTHER,smoke_rarely,0.2871236509356062
GROUP_HI_C_CRANBERRY_JUICE_TANG_TOTAL_GRAMS,yesCrash,0.28716096723225776
SUP_FOL,mathReading,0.2871733406781956
SWEETPOTATOESQUAN,heart_disease,0.28722995471605506
DT_P183,cancer,0.2873372627190936
COOKINGFATPAMORNONE,atheist,0.2873518716177948
GROUP_CHEESEBURGER_MEAT_AND_CHEESE_TOTAL_GRAMS,uhCrash,0.28735833640105546
GROUP_CORN_TOTAL_GRAMS,left_hand,0.2873757871578884
DT_FOLFD,Jewish,0.28745565011206425
DT_VITC,Jewish,0.28750289678218516
TOCPHG,smoke_rarely,0.28751408960060426
DT_NIAC,heart_disease,0.28751588174356896
PHE_G,Dems,0.2875172209585458
LUTEOL,uhCrash,0.2876184185685109
F22D4,cancer,0.28762237689868486
SWEETPOTATOESFREQ,favCable,0.2876793727685332
F20D0,heart_disease,0.28782370418390274
OXALIC_ACID,diabetes,0.2878490129991544
ICEDTEATYPE,unfavCable,0.2879204664758742
JOBWALKFREQ,Dems,0.28792709586384135
DT_P183,smoke_rarely,0.2879399913158958
SALSAQUAN,neutralCable,0.2880037267275716
DT_M181,Jewish,0.2880272990553821
GROUP_MARGARINE_AT_TABLE_TOTAL_GRAMS,cat,0.28805689283265123
GROUP_HIGH_PROTEIN_DRINKS_LOW_CARB_TOTAL_GRAMS,heart_disease,0.288059823383327
SUP_VITA,unfavCable,0.28807493013275354
TOCTRD,heart_disease,0.2881052102305525
GROUP_TORTILLAS_FLOUR_WHEAT_TOTAL_GRAMS,readingMath,0.2881178550075231
F20D2CN6,mathReading,0.28825591257979755
GROUP_SUGARYBEVG_TOTAL_GRAMS,cancer,0.2883187658314639
TORTILLASTYPE,right_hand,0.28832379449153
DT_RIBO,heart_disease,0.2884122024495296
CABBAGEFREQ,belly,0.28852083081009067
SUP_VK,cancer,0.28852352424565897
MILKQUAN,smoke_rarely,0.28853121098651513
CEREALBARSQUAN,smoke_rarely,0.2885312109865153
FROSTEDFLAKESTYPE,left_hand,0.2885312109865164
SHREDDEDWHEATTYPE,yesCrash,0.2885312109865164
DECAFHOTTEATYPE,yesCrash,0.28853121098651663
EATMEAT,left_hand,0.2885312109865168
EATMEAT,yesCrash,0.2885312109865168
DT_SUG_T,uhCrash,0.2885559339213346
HYP,noCrash,0.2885932062295604
GROUP_WATER_BOTTLED_OR_TAP_TOTAL_GRAMS,smoke_often,0.288617472346577
BROCCOLIFREQ,smoke_often,0.2887064409201949
GROUP_MELONS_YEAR_ROUND_TOTAL_GRAMS,quit_smoking,0.2887466933716606
DT_MAGN,smoke_rarely,0.28878067284816894
WHITERICEFREQ,noCrash,0.2888191579488348
DT_PROT_VEGETABLE,currently_smoke,0.28889887732053454
SPAGHETTIQUAN,dog,0.288955678908743
DT_ACARO,mathReading,0.2891351287875007
V_STARCHY_POTATO,readingMath,0.2891866375657819
PSVEGPOT,readingMath,0.2891866375657819
GROUP_HOT_TEA_CAFFEINE_TOTAL_GRAMS,diabetes,0.289194968979422
CORNBREADFREQ,never_smoked,0.2892518750022744
CORNBREADFREQ,ever_smoked,0.2892518750022746
GROUP_CHOCOLATE_CANDY_TOTAL_GRAMS,dog,0.28927115450231605
DT_M181,quit_smoking,0.28933511992334826
OTHERBREADSTYPE,right_hand,0.28937960803424084
DT_M161,ever_smoked,0.28943944658972426
DT_M161,never_smoked,0.28943944658972437
FATRNP,smoke_rarely,0.2894780711563624
BROCCOLIQUAN,diabetes,0.2894797229037577
BETN_C,readingMath,0.2896168440922128
GROUP_MUSTARD_BBQ_SAUCE_SOY_SAUCE_ETC_TOTAL_GRAMS,noCrash,0.28962360619811406
AVOCADOFREQ,smoke_rarely,0.2897150501327081
TUNAQUAN,never_smoked,0.28977828765012303
TUNAQUAN,ever_smoked,0.2897782876501233
VITAMINB6AMOUNT,diabetes,0.28981457441866604
SUP_NIAC,never_smoked,0.2898673864978295
SUP_NIAC,ever_smoked,0.2898673864978296
SALADDRESSINGSQUAN,yesCrash,0.2899299914664446
TORTILLASTYPE,favCable,0.28993338055299145
GROUP_AVOCADO_GUACAMOLE_TOTAL_GRAMS,favCable,0.2900323843567102
GROUP_BAGELS_MULTIGRAIN_TOTAL_GRAMS,never_smoked,0.29006558381258246
GROUP_BAGELS_MULTIGRAIN_TOTAL_GRAMS,ever_smoked,0.29006558381258263
METMINRECR,diabetes,0.2900777394541923
SODATYPE,unfavCable,0.29011106231265876
JOBSTANDTIME,smoke_rarely,0.2901411589727884
GROUP_EGG_ROLLS_WANTONS_DUMPLINGS_SAMOSAS_TOTAL_GRAMS,favCable,0.2901554139075927
GROUP_MELONS_YEAR_ROUND_TOTAL_GRAMS,neutralCable,0.29016530748200775
DT_POTA,right_hand,0.2902589637126023
GROUP_CAKE_REGULAR_TOTAL_GRAMS,belly,0.2902958890063615
LUNCHMEATTYPE,dog,0.2903215675264483
PUDDINGFREQ,dog,0.2903695209317587
FRIESQUAN,rash,0.29039799794577675
GROUP_CARROTS_CARROT_MIXES_TOTAL_GRAMS,favCable,0.2904332163380355
DT_TFAT,heart_disease,0.29046270189005113
GROUP_CARROTS_CARROT_MIXES_TOTAL_GRAMS,dog,0.290470501561753
SLOWWALKFREQ,currently_smoke,0.29051078595984764
SALSAQUAN,dog,0.2905887756948854
EXERGYMFREQ,atheist,0.29063025709942364
ORANGEJUICETYPE,uhCrash,0.29068204079832455
PSLEGSOY,mathReading,0.2906841341639903
GROUP_CHEESE_FULL_FAT_TOTAL_GRAMS,unfavCable,0.29069602410399836
F15D1,favCable,0.29070603310964716
D_CHEESE,right_hand,0.2907248378078407
DT_M201,quit_smoking,0.2907675658278153
RAWTOMATOESQUAN,dog,0.29078688892811516
DT_FIBE,noCrash,0.2907910186449394
WATERQUAN,currently_smoke,0.2908368422765602
F20D3,left_hand,0.2908678536614019
CHOCAL,currently_smoke,0.29093724371686003
GROUP_WHITE_POTATOES_NOT_FRIED_TOTAL_GRAMS,atheist,0.2909372661294512
GREENBEANSFREQ,uhCrash,0.2909481871366594
CYS_G,currently_smoke,0.29105899222953346
SPAGHETTIFREQ,readingMath,0.29107702534848784
CHOCOLATECANDYQUAN,belly,0.29121461802525245
FRIEDORBREADEDCHICKENFREQ,unfavCable,0.29131724357708144
GROUP_WHOLE_MILK_4_PCT_FAT_TOTAL_GRAMS,readingMath,0.291408791531735
WINETYPE,unfavCable,0.2914131494905841
CORNQUAN,left_hand,0.2914317598498849
GRITSQUAN,unfavCable,0.2914607020827611
DT_TFAT,left_hand,0.29151168280344497
GROUP_MELONS_YEAR_ROUND_TOTAL_GRAMS,ever_smoked,0.2915503888994121
GROUP_MELONS_YEAR_ROUND_TOTAL_GRAMS,never_smoked,0.29155038889941237
WINEFREQ,noCrash,0.2916245661885496
POPCORNTYPE,dog,0.2916935464786477
GROUP_CHOCOLATE_SAUCE_TOPPINGS_TOTAL_GRAMS,neutralCable,0.29171204635108916
DT_MFAT,quit_smoking,0.29171425189355216
GROUP_PEANUT_BUTTER_NUT_BUTTER_TOTAL_GRAMS,belly,0.2917146014465658
ONEADAYYEARS,heart_disease,0.2918260181086659
DT_B12AD,never_smoked,0.2918588281710359
DT_B12AD,ever_smoked,0.29185882817103614
OYSTERSFREQ,Dems,0.29190037241254513
DT_SFAT,heart_disease,0.29196789723992145
GROUP_LIVER_LIVERWURST_TOTAL_GRAMS,belly,0.2920735362322665
DELPH,diabetes,0.2921239869576307
TOCTRB,Jewish,0.29212770731015975
WHOLEGRAINCRACKERSFREQ,smoke_rarely,0.2921797657387042
GROUP_ICE_TEA_BOTTLE_NO_SUGAR_TOTAL_GRAMS,diabetes,0.2921859609485361
BEANSQUAN,heart_disease,0.2921926401216358
PORKCHOPSFREQ,unfavCable,0.29219917108910554
DT_FIBER_INSOL,noCrash,0.29226290453963694
CREAMINTEA,mathReading,0.29231340424091845
F20D3N6,yesCrash,0.2923674124733691
ISORHMNTN,yesCrash,0.2923691301345235
PUMPKINPIEFREQ,neutralCable,0.2924603970307305
GROUP_BEER_LIGHT_LOW_CARB_TOTAL_GRAMS,dog,0.2925196499959246
MALS,rash,0.2925433110843829
COLDCEREALFREQ,currently_smoke,0.2925650147001947
COLDCEREALFREQ,belly,0.2925650147001968
CYAD,cancer,0.29256739785908203
CABBAGEFREQ,heart_disease,0.2925809352802399
G_REFINED,cat,0.29260775029456415
OTHERVEGGIESQUAN,mathReading,0.2927490390608134
SUP_VK,currently_smoke,0.29279714085957964
SUP_VK,belly,0.2927971408595814
DT_FOLAC,readingMath,0.29280951275949185
MEALREPLACEMENTDRINKSFREQ,cancer,0.2928425134014128
CANNEDFRUITQUAN,heart_disease,0.29290043060061466
V_DRKGR,Jewish,0.29294550795112284
PSVEGDKG,Jewish,0.29294550795112284
GROUP_DRINKS_WITH_SOME_JUICE_TOTAL_GRAMS,noCrash,0.292995616417521
DT_CHOL,mathReading,0.2930106871235989
GROUP_LATTE_CAPPUCCINO_1_PCT_OR_2_PCT_MILK_TOTAL_GRAMS,dog,0.293055727159003
GROUP_SUGARYBEVG_TOTAL_FREQUENCY,Dems,0.2930795395214022
COOKIESTYPE,quit_smoking,0.29310434263465046
BIKESWIMFREQ,dog,0.2931896992919177
A_BEAN_S,mathReading,0.2932193178832101
GROUP_MAYO_LIGHT_LOW_FAT_TOTAL_GRAMS,neutralCable,0.2932319285536752
GALCATEGC,never_smoked,0.293237843084491
GALCATEGC,ever_smoked,0.29323784308449113
PF_EGGS,rash,0.2932865073244212
PSEGGS,rash,0.2932865073244212
EGGSQUAN,rash,0.2933356805225146
DT_P183,left_hand,0.2933774359751551
HYP,yesCrash,0.29344742413822283
ROASTCHICKENFREQ,Jewish,0.2936300933422098
DT_PROT_VEGETABLE,belly,0.29369953972718127
DT_TFAT,right_hand,0.2939036855080965
COOKIESQUAN,smoke_rarely,0.2939411798894167
F_CITMLB,currently_smoke,0.2939681513140874
RIBSQUAN,rash,0.2940117617025633
TACOQUAN,heart_disease,0.29405040227562956
WINEFREQ,rash,0.2940573862311775
VEGGIESFREQ,smoke_often,0.294097398904066
